MEDIA NAME	COMPOUND NAME LIST	COMPOUND ID LIST					
Nitrogen-Met-Ala	"D-Glucose, met-L-ala-L, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd11590, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-N-Acetyl-D-Galactosamine	"D-Glucose, N-Acetyl-D-galactosamine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00832, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-N-Acetyl-D-Glucosamine	"D-Glucose, N-Acetyl-D-glucosamine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00122, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Thymine	"D-Glucose, Thymine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00151, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Uracil	"D-Glucose, Uracil, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00092, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Urea	"D-Glucose, Urea, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00073, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Uric Acid	"D-Glucose, Urate, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00300, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Uridine	"D-Glucose, Uridine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00249, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-Xanthine	"D-Glucose, Xanthine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00309, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-b-Phenylethylamine	"D-Glucose, Phenethylamine, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd03161, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-d-Amino-N-Valeric Acid	"D-Glucose, 5-Aminopentanoate, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00339, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Nitrogen-g-Amino-N-Butyric Acid	"D-Glucose, 4-Aminobutanoate, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00281, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-2-Deoxy-D-Glucose 6-Phosphate	"D-Glucose, NH3, 2-Deoxy-D-glucose 6-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd03805, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-6-Phospho-Gluconic Acid	"D-Glucose, NH3, 6-Phospho-D-gluconate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00284, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Phosphate-Adenosine- 2',3'-Cyclic Monophosphate"	"D-Glucose, NH3, 2',3'-Cyclic AMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01570, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Adenosine- 2'-Monophosphate	"D-Glucose, NH3, Adenosine 2'-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00700, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Adenosine- 3'-Monophosphate	"D-Glucose, NH3, 3'-AMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00988, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Adenosine- 5'-Monophosphate	"D-Glucose, NH3, AMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00018, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Carbamyl Phosphate	"D-Glucose, NH3, Carbamoyl phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00146, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Phosphate-Cytidine- 2',3'-Cyclic Monophosphate"	"D-Glucose, NH3, 2',3'-Cyclic CMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01571, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Cytidine- 2'- Monophosphate	"D-Glucose, NH3, Cytidine 2'-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01991, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Cytidine- 3'- Monophosphate	"D-Glucose, NH3, 3'-CMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd03454, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Cytidine- 5'- Monophosphate	"D-Glucose, NH3, CMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00046, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Phosphate-D,L-a-Glycerol Phosphate"	"D-Glucose, NH3, sn-Glycerol 3-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00080, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-D-2-Phospho-Glyceric Acid	"D-Glucose, NH3, 2-Phospho-D-glycerate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00482, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-D-3-Phospho-Glyceric Acid	"D-Glucose, NH3, 3-Phospho-D-glycerate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00169, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-D-Glucosamine-6-Phosphate	"D-Glucose, NH3, D-Glucosamine 6-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00288, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-D-Glucose-1-Phosphate	"D-Glucose, NH3, D-Glucose 1-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00089, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-D-Glucose-6-Phosphate	"D-Glucose, NH3, D-Glucose 6-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00079, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-D-Mannose-1-Phosphate	"D-Glucose, NH3, C03812, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, C03812, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-D-Mannose-6-Phosphate	"D-Glucose, NH3, D-Mannose 6-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00235, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Guanosine- 3'-Monophosphate	"D-Glucose, NH3, Guanosine 3'-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd03701, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Guanosine- 5'-Monophosphate	"D-Glucose, NH3, GMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00126, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-O-Phospho-D-Serine	"D-Glucose, NH3, D-O-Phosphoserine, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01665, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-O-Phospho-L-Serine	"D-Glucose, NH3, phosphoserine, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00738, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-O-Phospho-L-Threonine	"D-Glucose, NH3, L-Threonine O-3-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd08928, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-O-Phosphoryl-Ethanolamine	"D-Glucose, NH3, Ethanolamine phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00285, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Phosphate	"D-Glucose, NH3, Orthophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Phospho-Glycolic Acid	"D-Glucose, NH3, 2-Phosphoglycolate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00727, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Phospho-L-Arginine	"D-Glucose, NH3, L-Arginine phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd03535, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Phosphoenol Pyruvate	"D-Glucose, NH3, Phosphoenolpyruvate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00061, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Phosphoryl Choline	"D-Glucose, NH3, Choline phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00457, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Pyrophosphate	"D-Glucose, NH3, Pyrophosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00012, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Thymidine- 5'-Monophosphate	"D-Glucose, NH3, dTMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00298, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Trimetaphosphate	"D-Glucose, NH3, Trimetaphosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01622, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Tripolyphosphate	"D-Glucose, NH3, Triphosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00421, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Phosphate-Uridine- 2',3'- Cyclic Monophosphate"	"D-Glucose, NH3, 2',3'-Cyclic UMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01572, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Uridine- 2'- Monophosphate	"D-Glucose, NH3, Uridine 2'-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01939, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Uridine- 3'- Monophosphate	"D-Glucose, NH3, 3'-UMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00989, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-Uridine- 5'- Monophosphate	"D-Glucose, NH3, UMP, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00091, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Phosphate-b-Glycerol Phosphate	"D-Glucose, NH3, Glycerol 2-phosphate, Sulfate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd01908, cpd00048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-2-Hydroxyethane Sulfonic Acid	"D-Glucose, NH3, Orthophosphate, 2-Hydroxyethanesulfonate, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd03048, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Cysteamine	"D-Glucose, NH3, Orthophosphate, Cysteamine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd01160, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
"Sulfate-D,L-Ethionine"	"D-Glucose, NH3, Orthophosphate, Ethionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd08093, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-D-Cysteine	"D-Glucose, NH3, Orthophosphate, D-Cysteine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00587, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-D-Methionine	"D-Glucose, NH3, Orthophosphate, D-Methionine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00637, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Glutathione	"D-Glucose, NH3, Orthophosphate, Glutathione, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00042, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-Hypotaurine	"D-Glucose, NH3, Orthophosphate, Hypotaurine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00406, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Cysteine Sulfinic Acid	"D-Glucose, NH3, Orthophosphate, 3-Sulfino-L-alanine, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd00467, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
Sulfate-L-Djenkolic Acid	"D-Glucose, NH3, Orthophosphate, L-Djenkolic acid, Calcium, CO2, Fe3+, H+, H2O, Potassium, Magnesium, Sodium, Oxygen, Chloride, Copper2, Cobalt, Manganese, Zinc"	"cpd00027, cpd00013, cpd00009, cpd05190, cpd00063, cpd00011, cpd10516, cpd00067, cpd00001, cpd00205, cpd00254, cpd00971, cpd00007, cpd00099, cpd00058, cpd00149, cpd00030, cpd00034"					
